day_of_week,hum,weathersit,holiday,season,temp,hr,cnt
0,0.55,1,0,1,0.18,1,19
6,0.31,1,0,2,0.32,17,159
0,0.48,1,0,1,0.02,7,84
1,0.6,1,0,1,0.6,13,233
5,1.0,3,0,1,0.22,12,52
6,0.52,1,0,1,0.24,11,152
1,0.21,1,0,2,0.56,14,311
3,0.74,1,0,3,0.72,1,31
5,0.64,1,0,2,0.56,6,80
2,0.27,1,0,1,0.66,13,254
5,0.74,1,0,1,0.18,21,69
1,0.64,2,0,1,0.22,23,40
2,0.83,1,0,3,0.68,4,4
4,0.59,2,0,3,0.82,18,671
1,0.55,1,0,1,0.22,8,257
2,0.83,2,0,2,0.62,21,245
3,0.61,1,0,3,0.7,20,474
0,0.71,2,0,2,0.34,2,6
6,0.41,1,0,4,0.48,22,89
5,0.6,2,0,1,0.26,22,54
2,0.47,1,0,1,0.2,23,19
5,0.52,1,0,3,0.78,22,209
0,0.68,1,0,3,0.54,0,45
0,0.64,1,0,1,0.22,2,1
6,0.57,1,0,2,0.62,20,302
4,0.54,1,0,1,0.1,5,8
2,0.88,2,0,2,0.58,8,444
6,0.6,1,0,2,0.56,1,88
3,0.25,1,0,3,0.78,15,240
5,0.48,2,0,3,0.72,0,191
1,0.73,1,0,3,0.64,21,280
5,0.55,1,0,2,0.8,13,387
1,0.5,2,0,1,0.36,19,281
3,1.0,2,0,4,0.36,6,114
2,0.56,1,0,2,0.6,20,362
3,0.4,1,0,1,0.2,22,53
6,0.79,3,0,3,0.72,18,312
0,0.88,1,0,2,0.46,22,78
5,0.67,1,0,4,0.42,4,6
4,0.57,2,0,1,0.32,7,208
1,0.88,1,0,4,0.46,7,341
5,0.58,1,0,2,0.72,12,550
3,0.73,1,0,3,0.58,23,170
6,0.82,2,0,4,0.42,23,51
5,0.65,1,0,4,0.3,4,11
5,0.82,2,0,1,0.44,17,67
3,0.88,1,0,4,0.56,1,15
1,0.38,2,0,2,0.6,12,217
5,0.93,2,0,4,0.36,22,70
6,0.8,3,0,1,0.16,11,133
6,0.78,3,0,3,0.66,13,541
4,0.59,1,0,3,0.78,17,772
3,0.48,1,0,3,0.76,16,465
5,0.94,3,0,2,0.54,19,248
4,0.61,1,0,1,0.32,19,107
1,0.75,2,0,4,0.3,15,155
5,0.48,2,0,1,0.02,4,3
5,0.7,1,0,3,0.72,1,80
6,0.88,1,0,4,0.46,2,55
5,0.49,1,0,2,0.82,15,374
4,0.94,1,0,2,0.44,4,5
1,0.7,2,0,3,0.74,10,250
3,0.88,2,0,4,0.52,21,271
2,0.75,1,0,4,0.26,7,363
5,0.62,3,0,3,0.78,19,392
2,0.56,1,0,2,0.6,19,456
6,0.57,2,0,1,0.32,22,47
2,0.94,2,0,2,0.56,5,17
4,0.36,1,0,1,0.66,14,191
1,0.62,1,0,2,0.78,20,251
5,0.42,1,0,2,0.5,11,321
5,0.73,1,0,3,0.6,3,37
2,1.0,2,0,4,0.46,7,156
5,0.74,1,0,3,0.7,18,292
6,0.88,2,0,3,0.6,2,122
4,0.88,3,0,1,0.5,9,107
4,0.66,2,0,3,0.74,12,315
0,0.68,2,0,2,0.58,3,2
0,0.81,3,0,2,0.3,7,207
3,0.31,1,0,2,0.94,15,104
2,0.78,1,0,3,0.6,5,40
6,0.65,2,0,1,0.26,12,248
3,0.41,1,0,2,0.62,16,387
0,0.77,1,0,2,0.5,2,6
1,0.74,1,0,3,0.72,8,649
3,0.87,3,0,2,0.3,15,65
6,0.46,1,0,2,0.6,12,382
5,0.76,3,0,4,0.4,10,121
3,0.51,1,0,4,0.68,14,167
5,0.55,1,0,3,0.76,23,177
1,0.46,2,0,1,0.38,14,88
0,0.5,1,0,4,0.36,18,521
6,0.77,2,0,1,0.5,14,521
2,0.94,2,0,4,0.62,10,129
3,0.79,2,0,2,0.72,7,314
0,0.46,1,0,4,0.34,17,638
6,0.39,1,0,2,0.72,16,616
1,0.69,1,0,3,0.64,9,214
0,0.51,2,0,2,0.5,9,158
3,0.7,2,0,4,0.26,3,2
3,0.64,1,0,2,0.6,8,719
0,0.77,2,0,4,0.5,12,162
4,0.75,1,0,3,0.76,4,13
2,0.56,2,0,4,0.28,10,178
3,0.67,1,0,1,0.42,20,137
3,0.75,1,1,4,0.22,7,56
0,0.52,2,0,3,0.8,12,314
2,0.42,1,0,2,0.5,11,222
1,0.39,1,0,1,0.3,12,86
1,0.93,3,0,1,0.28,3,1
6,0.78,3,0,3,0.58,23,45
1,0.2,1,0,2,0.42,16,305
3,0.48,1,0,1,0.26,12,158
1,0.54,1,0,2,0.7,19,487
4,0.59,1,0,1,0.2,6,64
3,0.89,1,0,4,0.64,2,13
5,0.46,1,0,4,0.36,12,372
4,0.61,2,0,3,0.7,15,346
3,0.33,1,0,2,0.46,2,18
0,0.77,2,0,2,0.54,5,26
4,0.34,2,0,1,0.2,12,124
2,0.88,3,0,2,0.56,3,2
5,0.66,1,0,1,0.36,23,31
0,0.82,2,0,4,0.4,22,91
5,0.26,1,0,3,0.96,15,306
4,0.77,1,0,3,0.5,3,12
5,0.58,1,0,1,0.4,21,52
5,1.0,3,0,1,0.2,8,10
5,0.36,1,0,1,0.3,12,146
1,0.61,1,0,1,0.3,2,4
0,0.77,1,0,4,0.44,3,7
3,0.74,2,0,3,0.72,3,5
1,0.24,1,0,2,0.56,20,379
3,0.39,1,0,2,0.48,22,165
5,0.93,2,0,4,0.36,4,12
3,0.5,1,0,1,0.14,5,3
2,0.57,1,0,3,0.68,20,427
2,0.59,1,0,2,0.82,19,384
1,0.88,3,0,4,0.46,5,20
3,0.44,1,0,3,0.84,19,533
3,0.61,1,0,4,0.34,20,285
2,0.94,1,0,2,0.56,2,19
3,0.39,2,0,3,0.88,19,503
6,0.4,1,0,3,0.76,16,513
6,0.41,2,0,2,0.26,0,31
4,0.65,1,0,1,0.26,10,116
0,0.55,1,0,1,0.18,0,34
4,0.29,2,0,1,0.38,13,224
5,0.84,2,0,3,0.7,3,30
4,0.93,3,0,2,0.24,7,95
4,0.49,1,0,2,0.34,4,5
1,0.33,1,0,1,0.46,21,165
2,1.0,3,0,4,0.44,8,86
6,0.86,3,0,2,0.16,6,2
4,0.5,1,0,4,0.36,17,582
2,0.57,2,0,2,0.32,0,11
0,0.46,1,0,4,0.38,17,378
2,1.0,2,0,4,0.6,4,11
0,0.96,2,0,1,0.34,6,28
6,0.81,1,0,1,0.28,4,8
6,0.69,1,0,4,0.4,10,405
6,0.77,2,0,4,0.48,21,105
6,0.64,2,0,2,0.6,19,383
0,0.61,1,0,2,0.66,22,173
2,0.83,2,0,2,0.62,10,92
6,0.36,1,0,1,0.28,12,144
3,0.78,2,0,2,0.64,6,86
2,0.72,1,0,3,0.5,4,5
2,0.46,3,0,3,0.82,13,158
6,0.79,1,0,3,0.7,23,55
6,0.76,1,0,4,0.38,17,245
2,0.88,1,0,2,0.54,4,4
1,0.89,1,0,2,0.68,1,17
1,0.5,1,1,1,0.4,13,121
6,0.78,1,0,2,0.64,7,34
0,0.73,1,0,3,0.56,5,17
3,0.64,1,0,2,0.6,4,16
1,0.5,1,0,4,0.62,15,205
4,0.46,1,0,4,0.36,22,149
3,0.43,1,0,4,0.36,15,220
0,0.66,2,0,4,0.36,10,139
6,0.77,1,0,3,0.46,1,79
2,0.48,1,0,3,0.76,15,316
3,0.6,1,0,2,0.6,7,506
5,0.84,2,0,3,0.7,6,18
2,0.94,3,0,2,0.52,2,6
4,0.64,1,0,4,0.6,10,168
4,0.66,2,0,3,0.76,4,10
2,0.51,1,0,2,0.46,20,141
2,0.65,1,0,3,0.7,22,181
4,0.7,1,0,4,0.26,0,38
6,0.78,2,0,4,0.66,14,347
5,0.62,2,0,2,0.72,18,286
2,0.77,2,0,2,0.42,18,505
3,0.35,1,0,2,0.74,13,293
5,0.72,2,0,4,0.52,20,296
0,0.59,1,0,4,0.52,4,5
2,0.52,2,0,4,0.28,3,11
0,0.77,2,0,4,0.46,8,784
2,0.93,2,0,1,0.26,10,47
3,0.64,1,0,1,0.2,2,4
2,0.79,3,0,3,0.68,16,150
2,0.62,1,0,4,0.72,14,170
5,0.75,1,0,1,0.24,8,64
6,0.88,1,0,4,0.62,22,104
5,0.33,1,0,1,0.26,19,149
3,0.74,2,0,3,0.72,7,327
1,0.7,1,0,2,0.74,22,159
2,0.54,1,0,1,0.14,8,235
1,0.47,1,0,4,0.46,14,247
4,0.49,1,0,1,0.1,0,14
6,0.54,2,0,1,0.44,16,215
4,0.74,1,0,2,0.18,4,5
0,0.7,2,0,1,0.32,20,88
2,0.68,2,0,3,0.52,5,56
5,0.21,1,0,1,0.44,22,134
1,0.82,1,0,4,0.46,9,336
5,0.78,1,0,3,0.66,1,67
1,0.35,1,0,1,0.44,17,509
6,0.87,3,0,2,0.38,15,38
6,0.53,1,0,2,0.58,10,421
6,0.33,1,0,3,0.8,12,556
1,0.88,3,0,3,0.6,16,141
0,0.87,2,0,4,0.38,10,135
5,0.77,1,0,4,0.5,8,213
5,0.3,1,0,3,0.82,12,374
3,0.76,1,0,2,0.34,5,6
2,0.84,2,0,3,0.7,7,482
0,0.64,2,0,1,0.18,9,157
1,0.19,1,0,1,0.34,16,98
1,0.93,3,0,1,0.16,18,95
3,0.49,1,0,2,0.84,9,168
4,0.69,1,0,2,0.2,1,5
6,0.47,1,0,1,0.18,20,57
5,0.36,1,0,3,0.8,11,357
6,0.55,2,0,2,0.52,1,64
5,0.54,3,0,3,0.72,12,584
1,0.54,2,0,2,0.44,19,164
6,0.69,1,0,3,0.64,4,13
1,0.77,1,0,4,0.5,8,499
3,0.33,1,0,3,0.74,19,455
4,0.88,2,0,4,0.52,7,421
4,0.69,2,0,3,0.68,23,178
6,0.82,3,0,4,0.4,16,333
2,0.35,1,0,3,0.62,16,466
4,0.59,1,0,1,0.2,21,47
3,0.62,1,0,3,0.74,21,209
4,0.39,2,0,1,0.32,12,224
2,1.0,3,0,4,0.44,12,33
5,0.63,1,0,4,0.46,2,67
1,0.39,1,0,1,0.7,15,264
1,0.49,1,0,2,0.82,15,256
5,0.51,1,0,3,0.68,0,84
5,0.54,1,0,4,0.44,18,335
3,0.35,1,0,3,0.9,12,276
4,0.38,1,0,4,0.46,14,274
0,0.52,1,0,2,0.54,20,323
1,0.77,2,0,4,0.44,7,531
1,0.82,1,0,4,0.38,6,98
5,0.94,2,0,2,0.44,21,14
2,0.72,1,0,1,0.48,3,4
3,0.58,1,0,3,0.76,10,198
0,0.56,1,1,2,0.82,15,460
1,0.73,1,0,3,0.54,3,4
5,0.4,1,0,1,0.4,22,118
0,0.28,1,0,1,0.28,12,118
1,0.56,1,0,4,0.54,9,409
4,0.89,2,0,3,0.66,7,360
3,0.49,1,0,3,0.8,8,550
0,0.65,1,0,3,0.7,21,242
5,0.78,1,0,2,0.66,8,131
5,0.33,1,0,1,0.44,21,114
4,0.5,1,0,1,0.36,12,191
6,0.32,1,0,1,0.22,14,72
3,0.51,2,0,3,0.7,23,211
4,0.42,2,0,1,0.34,17,396
0,0.82,2,0,4,0.42,0,21
6,0.36,1,0,2,0.68,14,678
5,0.38,1,0,3,0.82,16,416
1,0.76,1,0,4,0.34,7,254
0,0.73,2,0,2,0.6,16,332
0,0.3,1,0,1,0.26,14,77
1,0.65,1,0,3,0.64,21,223
1,0.72,2,0,4,0.5,9,334
2,0.41,1,0,3,0.66,9,282
4,0.83,1,0,3,0.66,20,250
0,0.83,2,0,3,0.6,4,7
2,0.33,1,0,1,0.26,11,46
1,0.35,1,0,1,0.42,16,266
6,0.51,2,0,2,0.72,12,401
4,0.7,2,0,1,0.24,23,31
2,0.48,1,0,3,0.74,19,633
3,0.83,2,0,2,0.62,1,20
5,0.94,3,0,2,0.52,13,196
1,0.52,2,0,2,0.76,11,151
4,0.54,1,0,3,0.66,21,261
1,0.69,1,0,1,0.22,4,1
2,0.7,1,0,3,0.74,9,290
1,0.43,1,0,3,0.82,13,288
4,0.94,3,0,4,0.62,15,61
6,0.5,1,0,3,0.86,10,226
6,0.89,1,0,3,0.64,1,134
4,0.33,1,0,3,0.8,16,327
1,0.52,1,0,1,0.24,21,66
2,0.67,1,0,4,0.44,1,12
4,0.94,3,0,1,0.46,2,3
0,0.41,2,0,2,0.46,22,108
6,0.41,3,0,2,0.42,20,79
2,0.3,1,0,3,0.82,12,169
3,0.5,2,0,4,0.4,14,185
5,0.58,1,0,3,0.74,12,409
4,0.83,1,0,3,0.66,1,28
4,0.6,1,0,4,0.26,23,59
2,0.89,1,0,3,0.64,5,41
4,0.69,1,0,1,0.22,3,4
3,0.71,2,0,3,0.82,10,78
5,0.75,1,0,1,0.24,4,1
1,0.26,1,0,2,0.6,18,800
3,0.94,2,0,1,0.42,0,11
4,0.44,1,0,4,0.26,1,10
2,0.55,1,0,3,0.74,17,851
1,0.58,1,0,3,0.74,9,227
2,0.55,1,0,3,0.76,13,178
2,0.79,2,0,2,0.7,7,284
0,0.3,1,0,4,0.58,17,898
1,0.59,1,0,4,0.46,19,278
4,0.87,1,0,4,0.28,22,129
4,0.57,2,0,4,0.32,8,711
5,0.88,2,0,4,0.5,2,90
5,0.87,1,0,1,0.3,20,69
5,0.39,2,0,2,0.72,16,471
6,0.66,1,0,3,0.78,4,6
5,0.59,2,0,1,0.48,17,164
6,0.53,1,0,2,0.64,13,614
6,0.56,1,0,2,0.82,14,315
2,0.52,1,0,1,0.26,1,4
1,0.87,1,0,1,0.38,18,135
3,0.7,1,0,3,0.74,17,808
4,0.79,1,0,3,0.74,1,34
0,0.88,3,0,2,0.54,10,91
3,0.77,1,0,3,0.44,4,6
5,0.77,1,0,2,0.54,9,331
4,0.47,1,0,1,0.2,22,65
4,0.56,1,0,1,0.3,19,118
0,0.57,2,1,1,0.32,8,63
1,0.51,1,0,1,0.22,17,196
3,0.43,1,0,2,0.6,18,776
1,0.38,1,0,2,0.8,16,308
4,0.87,2,0,1,0.4,6,82
4,0.37,1,0,2,0.56,13,308
4,0.93,2,0,1,0.32,3,2
6,0.52,3,0,3,0.78,23,110
4,0.59,1,0,3,0.78,12,323
0,0.88,2,0,4,0.42,8,398
2,0.7,1,0,3,0.74,19,662
3,0.78,1,0,2,0.62,21,299
1,0.53,1,0,2,0.6,5,30
2,0.69,3,0,2,0.64,17,285
0,0.76,2,0,4,0.36,5,21
3,0.44,1,0,3,0.84,12,286
4,0.41,1,0,2,0.62,20,337
4,0.93,2,0,2,0.3,21,54
1,0.28,1,0,3,0.72,15,317
3,0.62,1,0,3,0.78,15,270
3,0.94,2,0,4,0.6,3,8
4,0.42,1,0,3,0.74,19,385
0,0.69,1,0,3,0.64,3,6
1,0.32,1,0,3,0.84,11,128
4,0.63,2,0,3,0.5,21,163
6,0.61,1,0,3,0.62,7,51
3,0.26,1,0,2,0.72,9,225
4,0.48,1,0,4,0.7,11,304
6,0.81,2,0,2,0.34,5,18
5,0.36,1,0,2,0.64,12,559
0,0.74,2,1,3,0.66,5,6
5,0.67,2,0,1,0.46,19,89
1,0.37,1,0,4,0.56,16,285
2,0.81,2,0,1,0.36,11,75
2,0.82,2,0,1,0.48,11,56
0,0.53,1,0,1,0.32,4,2
0,0.62,1,0,2,0.4,5,7
5,0.4,1,0,4,0.38,17,403
2,0.81,2,0,1,0.24,5,8
0,0.78,2,0,3,0.62,7,442
5,0.6,2,0,1,0.24,8,57
4,0.89,2,0,2,0.64,8,694
3,1.0,2,0,2,0.5,7,257
3,0.89,1,0,3,0.64,22,217
5,0.82,2,0,2,0.5,4,5
6,0.77,3,0,4,0.46,17,225
1,0.76,2,0,1,0.38,13,103
0,0.7,1,1,1,0.26,23,29
4,0.65,1,0,4,0.24,1,14
5,0.49,1,0,3,0.84,8,109
5,0.56,1,0,4,0.3,9,141
1,0.93,1,0,1,0.3,23,26
2,0.65,1,0,4,0.3,1,15
6,0.78,3,0,3,0.64,11,272
4,0.74,1,0,1,0.1,8,216
5,0.74,1,0,3,0.74,5,14
0,0.68,2,0,4,0.52,11,118
2,0.83,2,0,2,0.6,8,622
5,0.66,1,0,1,0.32,10,99
5,0.41,2,0,1,0.04,1,12
0,0.94,2,0,4,0.42,20,200
4,0.65,1,0,2,0.64,5,31
6,0.59,1,0,4,0.16,1,62
1,0.94,1,0,3,0.56,20,253
3,0.45,2,0,1,0.32,15,70
2,0.3,1,0,3,0.84,13,180
4,0.71,1,0,4,0.36,6,85
6,0.62,2,0,4,0.4,16,372
3,0.23,1,0,2,0.72,19,379
6,0.69,1,0,3,0.62,5,8
5,0.64,2,0,1,0.22,5,10
4,0.88,3,0,2,0.52,18,398
2,0.74,1,1,3,0.68,3,32
6,0.83,2,0,2,0.66,10,251
3,0.57,2,0,4,0.34,23,82
3,0.57,1,1,4,0.36,10,219
4,0.41,1,0,4,0.66,15,270
3,0.58,1,0,2,0.42,8,337
3,0.51,1,0,1,0.2,1,5
3,0.16,1,0,4,0.42,16,339
4,0.45,2,0,1,0.28,11,153
2,0.29,1,0,1,0.52,16,298
2,0.26,1,0,3,0.84,17,584
2,0.29,1,0,1,0.32,14,78
4,0.34,2,0,1,0.36,11,187
2,0.94,3,0,4,0.54,11,120
5,0.53,1,0,1,0.62,14,690
0,0.87,1,0,4,0.3,5,25
2,0.54,1,0,4,0.4,12,236
0,0.61,1,0,3,0.7,1,10
0,0.75,1,0,4,0.24,23,45
6,0.66,1,0,3,0.78,4,13
3,0.32,1,0,4,0.38,13,224
2,0.78,2,0,4,0.6,23,115
0,0.83,1,0,3,0.62,23,69
4,0.33,2,0,4,0.44,6,82
3,0.31,1,0,2,0.5,14,224
0,0.66,1,1,3,0.74,18,482
1,0.7,1,0,2,0.74,10,183
0,0.65,1,0,3,0.66,20,299
4,0.84,3,0,3,0.7,14,229
6,0.46,1,0,3,0.82,17,382
3,0.89,1,0,3,0.66,0,35
6,0.74,1,0,3,0.72,4,14
2,0.49,1,0,3,0.8,17,552
4,0.62,1,0,2,0.4,20,209
5,0.45,1,0,1,0.06,20,45
4,0.83,2,0,4,0.62,9,426
5,0.3,1,0,4,0.42,13,363
1,0.47,1,0,4,0.64,13,305
5,0.39,1,0,2,0.54,14,452
3,0.6,2,0,1,0.56,12,251
6,0.59,1,0,2,0.52,2,89
6,0.82,1,0,2,0.46,6,22
6,0.46,1,0,3,0.82,12,377
5,0.49,2,0,4,0.34,1,89
5,1.0,3,0,2,0.48,7,32
2,0.54,2,0,4,0.42,16,424
1,0.61,1,0,2,0.66,20,290
0,0.66,2,0,4,0.38,11,197
3,0.34,1,0,2,0.72,19,591
1,0.45,1,0,1,0.28,7,325
3,0.59,1,0,1,0.14,10,108
5,0.35,3,0,2,0.6,14,378
6,0.87,1,0,4,0.26,7,26
4,0.32,1,0,4,0.42,18,374
3,0.88,2,0,2,0.6,5,27
3,0.82,2,0,1,0.4,23,91
6,0.71,1,0,2,0.4,9,185
4,0.53,1,0,2,0.34,12,95
3,0.88,2,0,2,0.6,3,4
4,0.63,1,0,3,0.8,23,164
0,0.58,2,0,2,0.72,22,164
6,0.44,1,0,4,0.24,10,194
1,0.83,1,0,3,0.66,5,42
4,0.83,2,0,4,0.56,4,6
4,0.36,1,0,3,0.8,13,221
1,0.36,2,0,3,0.84,19,497
6,0.63,1,0,3,0.52,2,89
3,1.0,1,0,2,0.48,3,4
4,0.64,2,0,4,0.6,14,351
4,0.7,2,0,1,0.3,21,70
2,0.58,1,0,3,0.72,22,244
5,0.88,2,0,3,0.6,22,180
6,0.67,2,0,4,0.42,5,4
5,0.81,2,0,1,0.26,8,44
5,0.88,1,0,2,0.46,5,5
2,0.89,3,0,3,0.64,17,285
2,0.48,1,0,2,0.7,12,145
6,0.31,2,0,2,0.46,18,172
0,0.54,2,0,3,0.72,4,12
1,0.65,1,0,1,0.24,20,119
3,0.88,2,0,2,0.48,2,3
4,0.88,1,0,3,0.62,6,140
4,0.77,3,0,1,0.48,16,129
0,1.0,2,0,2,0.46,5,17
0,0.73,2,0,2,0.6,17,723
3,0.33,1,1,4,0.48,17,74
1,0.74,1,0,3,0.7,7,516
3,0.78,1,0,2,0.64,0,54
0,0.55,1,1,1,0.22,10,143
5,0.93,3,0,1,0.22,8,78
4,0.55,2,0,3,0.74,8,624
5,0.63,2,0,2,0.5,14,551
3,0.81,3,0,4,0.36,15,62
1,0.32,1,0,1,0.2,8,223
4,0.34,1,0,4,0.5,17,184
5,0.6,1,0,1,0.26,0,34
5,0.78,2,0,2,0.58,22,169
1,0.68,1,0,3,0.56,1,13
0,0.36,1,0,1,0.32,14,77
2,0.63,1,0,1,0.52,1,27
1,0.46,1,0,3,0.82,11,167
6,0.58,1,0,2,0.7,14,385
3,0.65,1,0,4,0.66,9,335
4,0.66,2,0,1,0.32,21,122
5,0.64,1,0,2,0.54,1,94
1,0.93,2,0,1,0.22,1,5
4,0.47,1,0,1,0.22,11,64
1,0.68,2,0,2,0.58,10,157
0,0.69,1,0,2,0.62,12,187
5,0.81,2,0,2,0.36,0,43
5,0.68,1,0,2,0.54,6,47
3,0.37,1,0,1,0.22,14,47
4,0.88,2,0,4,0.52,2,19
0,0.88,1,0,3,0.62,6,145
1,0.59,1,0,2,0.8,19,514
3,0.65,2,0,1,0.24,22,56
6,0.28,2,0,2,0.46,17,274
4,0.81,2,1,2,0.36,23,64
3,0.57,2,0,2,0.64,17,594
4,0.53,1,0,4,0.62,17,591
4,0.54,1,0,2,0.7,17,643
1,0.52,1,0,2,0.56,22,193
3,0.58,1,0,2,0.38,7,271
5,0.7,1,0,4,0.26,9,124
1,0.27,1,0,1,0.34,18,235
5,0.58,1,0,2,0.72,12,358
5,1.0,2,0,4,0.36,21,209
6,0.54,2,0,4,0.44,5,10
6,0.58,1,0,2,0.7,17,306
2,0.55,1,0,1,0.22,6,40
6,0.56,2,0,1,0.26,1,28
3,0.89,2,0,3,0.64,21,221
1,0.71,1,0,4,0.36,22,122
0,0.48,1,0,3,0.74,15,212
2,0.48,1,0,1,0.24,21,91
4,0.61,2,0,3,0.68,3,9
0,0.69,1,0,1,0.22,1,11
3,0.5,1,0,1,0.14,8,202
2,0.37,1,0,1,0.56,16,288
5,0.49,2,0,4,0.34,9,219
6,0.77,1,0,4,0.44,8,132
4,0.73,1,0,2,0.54,22,152
6,0.82,3,0,4,0.38,18,107
3,0.39,1,0,1,0.14,8,220
1,0.66,2,1,1,0.32,19,36
6,0.81,1,0,4,0.36,12,329
4,0.42,2,0,1,0.34,8,501
6,0.94,3,0,4,0.6,4,8
4,0.49,1,0,1,0.34,21,134
6,0.27,1,0,1,0.36,15,168
3,0.48,1,0,3,0.76,19,610
5,0.65,2,0,3,0.7,8,118
5,0.56,2,0,1,0.28,21,60
4,0.68,1,0,3,0.58,9,383
1,0.28,1,0,3,0.88,15,163
3,0.61,2,0,1,0.3,3,1
3,0.82,2,0,2,0.48,0,90
5,0.77,1,0,2,0.54,3,32
3,0.29,1,0,3,0.8,14,142
6,0.59,1,0,3,0.82,12,374
6,0.46,1,0,1,0.34,18,181
2,0.88,1,0,4,0.46,22,215
0,0.76,2,0,4,0.4,17,495
0,0.47,1,0,1,0.2,19,110
0,0.64,2,0,2,0.54,16,141
3,0.39,1,0,3,0.88,19,499
3,0.51,1,0,1,0.22,10,97
2,0.49,1,0,4,0.34,22,88
2,0.72,1,0,3,0.52,2,11
3,0.47,1,0,1,0.42,21,197
1,0.88,2,0,4,0.52,7,352
3,0.87,2,0,2,0.3,18,177
6,0.82,1,0,4,0.42,7,51
2,0.82,3,0,2,0.5,1,7
5,0.87,1,0,1,0.22,6,5
5,1.0,3,0,2,0.52,12,279
4,0.38,2,0,3,0.8,14,369
4,0.5,1,0,1,0.36,18,95
5,0.66,1,0,1,0.38,23,49
0,0.3,1,0,3,0.74,14,225
0,0.58,1,0,3,0.74,8,349
2,0.83,1,0,3,0.64,3,7
4,0.51,2,0,4,0.7,13,410
2,0.4,1,0,3,0.74,20,567
5,0.6,1,0,1,0.26,10,183
5,0.8,2,0,1,0.18,10,61
2,0.88,1,0,4,0.6,2,9
6,0.73,1,0,3,0.54,3,46
3,0.94,1,0,2,0.48,23,72
6,0.33,1,0,4,0.6,14,654
4,0.74,1,0,2,0.72,23,146
5,0.55,2,0,2,0.74,18,381
5,0.6,1,0,2,0.54,13,638
4,0.59,1,0,2,0.78,19,306
3,0.56,1,0,2,0.6,0,47
5,0.83,1,0,2,0.64,23,125
4,0.73,1,0,3,0.62,1,20
4,0.87,2,0,2,0.32,5,9
2,0.62,1,0,3,0.74,20,366
3,0.66,1,0,2,0.74,11,160
4,0.25,1,0,2,0.62,16,525
4,0.58,1,0,3,0.7,9,378
0,0.62,2,0,3,0.72,11,216
2,0.43,2,1,3,0.78,23,183
6,0.52,1,0,4,0.3,22,79
6,0.64,1,0,2,0.6,20,276
2,0.77,1,0,3,0.5,3,7
2,0.79,1,0,3,0.7,21,250
1,0.93,1,0,4,0.36,7,355
4,0.93,3,0,2,0.32,19,55
2,0.73,1,0,3,0.62,2,6
3,0.67,1,0,3,0.46,19,232
3,0.36,1,0,4,0.46,12,326
5,0.47,1,0,1,0.42,8,48
4,0.45,1,0,2,0.54,6,106
5,0.7,1,0,1,0.3,7,10
0,0.49,1,0,3,0.8,15,236
4,0.39,2,0,1,0.32,14,219
5,0.7,1,0,1,0.24,2,44
6,0.44,1,0,4,0.22,1,36
6,0.51,1,0,1,0.2,23,49
1,0.87,2,1,1,0.24,4,1
2,0.61,2,0,4,0.62,21,313
2,0.52,1,0,3,0.76,16,271
1,0.43,2,0,2,0.8,14,146
2,0.73,1,0,2,0.6,17,729
4,0.69,2,0,1,0.2,4,1
0,0.59,1,0,1,0.18,7,260
5,0.74,2,0,3,0.72,17,269
0,0.3,1,0,3,0.74,16,320
6,0.83,1,0,2,0.62,5,7
1,0.6,1,0,4,0.56,17,585
2,0.56,2,0,4,0.3,19,402
6,0.67,1,0,2,0.42,10,380
1,0.84,2,0,3,0.7,0,29
5,0.2,1,0,2,0.48,22,182
4,0.78,1,0,2,0.6,0,89
4,0.79,1,0,3,0.72,21,190
1,0.62,2,0,4,0.42,16,395
0,0.35,1,0,4,0.42,13,217
0,0.44,2,0,3,0.68,12,207
6,0.53,1,0,3,0.84,16,414
4,0.76,2,0,1,0.34,5,13
5,0.27,2,0,2,0.64,14,660
1,0.81,1,0,4,0.32,6,93
5,0.88,1,0,2,0.56,4,4
0,0.82,1,0,4,0.4,1,15
6,0.87,1,0,4,0.34,4,4
5,0.65,1,0,1,0.24,2,14
5,0.75,1,0,1,0.26,6,7
2,0.73,1,0,2,0.56,18,813
6,0.69,1,0,4,0.16,8,72
1,0.45,1,0,3,0.76,17,600
5,0.47,1,0,1,0.16,0,44
1,0.78,2,0,2,0.6,11,189
1,0.88,2,0,4,0.6,12,104
5,0.77,1,0,4,0.52,20,202
4,0.79,1,0,3,0.68,3,6
2,0.41,1,0,2,0.62,13,303
0,0.57,2,0,1,0.28,14,128
3,1.0,3,0,3,0.62,23,26
5,0.52,1,0,1,0.3,1,58
1,0.69,1,0,2,0.66,16,277
0,0.52,2,0,3,0.8,11,198
2,0.87,3,0,4,0.34,20,26
0,0.41,2,0,2,0.8,16,427
5,0.89,1,0,3,0.66,2,77
4,0.89,2,0,3,0.64,7,421
4,0.79,1,0,3,0.68,3,6
6,0.73,2,0,3,0.64,0,120
2,0.68,2,0,3,0.56,0,26
4,0.66,2,0,1,0.36,23,73
3,0.43,1,0,1,0.4,18,410
1,0.74,1,0,3,0.74,21,268
2,0.71,1,0,1,0.36,16,103
6,0.58,1,0,4,0.42,1,117
0,0.52,1,0,3,0.82,19,665
0,0.55,2,0,2,0.46,8,339
4,0.21,1,0,1,0.58,21,72
5,0.72,1,0,3,0.76,2,58
4,0.48,1,0,4,0.26,0,30
1,0.94,3,0,3,0.54,15,89
